dt,time,y
24/07/2567,0:00,3.34
23/07/2567,23:00,3.6
23/07/2567,22:00,4.02
23/07/2567,21:00,4.14
23/07/2567,20:00,3.97
23/07/2567,19:00,3.88
23/07/2567,18:00,3.46
23/07/2567,17:00,2.82
23/07/2567,16:00,1.98
23/07/2567,15:00,1.36
23/07/2567,14:00,1.1
23/07/2567,13:00,1.16
23/07/2567,12:00,1.31
23/07/2567,11:00,1.53
23/07/2567,10:00,1.81
23/07/2567,9:00,2.19
23/07/2567,8:00,2.6
23/07/2567,7:00,3
23/07/2567,6:00,3.24
23/07/2567,5:00,3.31
23/07/2567,4:00,3.24
23/07/2567,3:00,3.2
23/07/2567,2:00,3.22
23/07/2567,1:00,3.29
23/07/2567,0:00,3.48
22/07/2567,23:00,3.69
22/07/2567,22:00,4.05
22/07/2567,21:00,4.24
22/07/2567,20:00,4.26
22/07/2567,19:00,4.03
22/07/2567,18:00,3.7
22/07/2567,17:00,3.18
22/07/2567,16:00,2.48
22/07/2567,15:00,1.76
22/07/2567,14:00,1.08
22/07/2567,13:00,0.96
22/07/2567,12:00,1.04
22/07/2567,11:00,1.17
22/07/2567,10:00,1.37
22/07/2567,9:00,1.63
22/07/2567,8:00,2.1
22/07/2567,7:00,2.46
22/07/2567,6:00,2.77
22/07/2567,5:00,2.96
22/07/2567,4:00,3.08
22/07/2567,3:00,3.08
22/07/2567,2:00,3.03
22/07/2567,1:00,3.07
22/07/2567,0:00,3.18
21/07/2567,23:00,3.43
21/07/2567,22:00,3.62
21/07/2567,21:00,3.91
21/07/2567,20:00,4.04
21/07/2567,19:00,4.05
21/07/2567,18:00,3.9
21/07/2567,17:00,3.5
21/07/2567,16:00,2.94
21/07/2567,15:00,2.28
21/07/2567,14:00,1.7
21/07/2567,13:00,1.16
21/07/2567,12:00,1.04
21/07/2567,11:00,1.17
21/07/2567,10:00,1.33
21/07/2567,9:00,1.58
21/07/2567,8:00,1.81
21/07/2567,7:00,2.22
21/07/2567,6:00,2.53
21/07/2567,5:00,2.82
21/07/2567,4:00,3
21/07/2567,3:00,3
21/07/2567,2:00,3.13
21/07/2567,1:00,3.28
21/07/2567,0:00,3.37
20/07/2567,23:00,3.51
20/07/2567,22:00,3.7
20/07/2567,21:00,3.96
20/07/2567,20:00,4.14
20/07/2567,19:00,4.2
20/07/2567,18:00,4.06
20/07/2567,17:00,3.85
20/07/2567,16:00,3.32
20/07/2567,15:00,2.81
20/07/2567,14:00,2.15
20/07/2567,13:00,1.65
20/07/2567,12:00,1.28
20/07/2567,11:00,1.19
20/07/2567,10:00,1.31
20/07/2567,9:00,1.47
20/07/2567,8:00,1.58
20/07/2567,7:00,1.87
20/07/2567,6:00,2.27
20/07/2567,5:00,2.5
20/07/2567,4:00,2.75
20/07/2567,3:00,3
20/07/2567,2:00,3.04
20/07/2567,1:00,3.17
20/07/2567,0:00,3.25
19/07/2567,23:00,3.38
19/07/2567,22:00,3.5
19/07/2567,21:00,3.63
19/07/2567,20:00,3.84
19/07/2567,19:00,3.89
19/07/2567,18:00,3.94
19/07/2567,17:00,3.79
19/07/2567,16:00,3.56
19/07/2567,15:00,3.2
19/07/2567,14:00,2.72
19/07/2567,13:00,2.3
19/07/2567,12:00,1.83
19/07/2567,11:00,1.69
19/07/2567,10:00,1.47
19/07/2567,9:00,1.45
19/07/2567,8:00,1.61
19/07/2567,7:00,1.85
19/07/2567,6:00,2.16
19/07/2567,5:00,2.33
19/07/2567,4:00,2.49
19/07/2567,3:00,2.73
19/07/2567,2:00,2.94
19/07/2567,1:00,3.17
19/07/2567,0:00,3.27
18/07/2567,23:00,3.37
18/07/2567,22:00,3.58
18/07/2567,21:00,3.79
18/07/2567,20:00,3.78
18/07/2567,19:00,3.81
18/07/2567,18:00,3.77
18/07/2567,17:00,3.75
18/07/2567,16:00,3.45
18/07/2567,15:00,3.16
18/07/2567,14:00,3
18/07/2567,13:00,2.62
18/07/2567,12:00,2.24
18/07/2567,11:00,1.8
18/07/2567,10:00,1.61
18/07/2567,9:00,1.44
18/07/2567,8:00,1.33
18/07/2567,7:00,1.42
18/07/2567,6:00,1.65
18/07/2567,5:00,1.85
18/07/2567,4:00,2.13
18/07/2567,3:00,2.49
18/07/2567,2:00,2.88
18/07/2567,1:00,3.12
18/07/2567,0:00,3.28
17/07/2567,23:00,3.4
17/07/2567,22:00,3.58
17/07/2567,21:00,3.6
17/07/2567,20:00,3.55
17/07/2567,19:00,3.32
17/07/2567,18:00,3.58
17/07/2567,17:00,3.27
17/07/2567,16:00,3.15
17/07/2567,15:00,3.03
17/07/2567,14:00,2.91
17/07/2567,13:00,2.75
17/07/2567,12:00,2.52
17/07/2567,11:00,2.18
17/07/2567,10:00,1.96
17/07/2567,9:00,2.01
17/07/2567,8:00,1.76
17/07/2567,7:00,1.66
17/07/2567,6:00,1.79
17/07/2567,5:00,1.93
17/07/2567,4:00,2.19
17/07/2567,3:00,2.58
17/07/2567,2:00,2.89
17/07/2567,1:00,3.28
17/07/2567,0:00,3.35
16/07/2567,23:00,3.37
16/07/2567,22:00,3.46
16/07/2567,21:00,3.39
16/07/2567,20:00,3.29
16/07/2567,19:00,3.13
16/07/2567,18:00,3.04
16/07/2567,17:00,3.05
16/07/2567,16:00,2.98
16/07/2567,14:00,2.9
16/07/2567,13:00,2.79
16/07/2567,12:00,2.62
16/07/2567,11:00,2.42
16/07/2567,10:00,2.29
16/07/2567,9:00,2.05
16/07/2567,8:00,1.75
16/07/2567,7:00,1.73
16/07/2567,6:00,1.96
16/07/2567,5:00,1.99
16/07/2567,4:00,2.18
16/07/2567,3:00,2.5
16/07/2567,2:00,2.94
16/07/2567,1:00,3.1
16/07/2567,0:00,3.44
15/07/2567,23:00,3.47
15/07/2567,22:00,3.41
15/07/2567,21:00,3.48
15/07/2567,20:00,3.12
15/07/2567,19:00,2.74
15/07/2567,18:00,2.67
15/07/2567,17:00,2.61
15/07/2567,16:00,2.56
15/07/2567,15:00,2.57
15/07/2567,14:00,2.57
15/07/2567,13:00,2.86
15/07/2567,12:00,2.77
15/07/2567,11:00,2.7
15/07/2567,10:00,2.4
15/07/2567,9:00,2.31
