Station,Date and time, DO , EC , Temp 
สถานีวัดแหลมใต้-บางปะกง,9 พ.ย.2566 22:30, 3.7 , 240 , 31.7 
สถานีวัดแหลมใต้-บางปะกง,9 พ.ย.2566 23:00, 4.0 , 263 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,9 พ.ย.2566 23:30, 4.1 , 221 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 00:00, 3.5 , 320 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 00:30, 3.7 , 248 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 01:00, 3.8 , 242 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 01:30, 3.6 , 307 , 28.8 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 02:00, 4.3 , 260 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 02:30, 4.4 , 263 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 03:00, 4.0 , 294 , 29.3 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 03:30, 4.0 , 201 , 32.8 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 04:00, 3.9 , 219 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 04:30, 4.0 , 231 , 25.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 05:00, 4.3 , 229 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 05:30, 3.6 , 252 , 25.4 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 06:00, 4.4 , 236 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 06:30, 4.7 , 233 , 26.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 07:00, 4.1 , 249 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 07:30, 3.5 , 269 , 33.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 08:00, 3.8 , 290 , 27.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 08:30, 4.1 , 291 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 09:00, 4.6 , 221 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 09:30, 4.1 , 262 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 10:00, 3.8 , 226 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 10:30, 3.4 , 321 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 11:00, 4.3 , 213 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 11:30, 4.0 , 223 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 12:00, 3.3 , 270 , 27.9 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 12:30, 3.8 , 252 , 35.7 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 13:00, 4.3 , 246 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 13:30, 4.1 , 267 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 14:00, 4.1 , 286 , 33.2 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 14:30, 3.4 , 222 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 15:00, 4.2 , 271 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 15:30, 4.0 , 219 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 16:00, 3.7 , 237 , 31.3 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 16:30, 3.9 , 240 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 17:00, 3.3 , 250 , 35.0 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 17:30, 4.0 , 237 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 18:00, 4.5 , 274 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 18:30, 4.0 , 261 , 31.1 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 19:00, 3.9 , 239 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 19:30, 4.5 , 227 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 20:00, 4.2 , 254 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 20:30, 4.0 , 273 , 37.2 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 21:00, 3.5 , 295 , 30.3 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 21:30, 4.1 , 269 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 22:00, 4.8 , 245 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 22:30, 4.0 , 245 , 31.9 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 23:00, 4.4 , 253 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,10 พ.ย.2566 23:30, 4.2 , 257 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 00:00, 3.9 , 245 , 24.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 00:30, 3.0 , 248 , 37.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 01:00, 4.2 , 233 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 01:30, 3.7 , 247 , 35.5 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 02:00, 5.0 , 294 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 02:30, 3.6 , 211 , 32.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 03:00, 3.8 , 235 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 03:30, 4.0 , 274 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 04:00, 4.2 , 229 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 04:30, 4.4 , 253 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 05:00, 4.3 , 235 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 05:30, 4.6 , 225 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 06:00, 4.7 , 270 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 06:30, 4.5 , 265 , 34.7 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 07:00, 4.3 , 257 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 07:30, 4.3 , 265 , 26.5 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 08:00, 4.1 , 252 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 08:30, 3.8 , 271 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 09:00, 4.0 , 235 , 25.0 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 09:30, 4.0 , 255 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 10:00, 3.7 , 253 , 28.8 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 10:30, 3.4 , 248 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 11:00, 3.5 , 273 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 11:30, 4.1 , 292 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 12:00, 4.3 , 207 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 12:30, 4.2 , 230 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 13:00, 4.0 , 255 , 34.6 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 13:30, 3.6 , 258 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 14:00, 4.0 , 221 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 14:30, 3.9 , 226 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 15:00, 3.9 , 267 , 34.7 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 15:30, 4.8 , 260 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 16:00, 4.3 , 251 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 16:30, 4.0 , 266 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 17:00, 4.1 , 239 , 36.9 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 17:30, 4.4 , 225 , 35.6 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 18:00, 4.0 , 235 , 27.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 18:30, 4.3 , 238 , 32.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 19:00, 3.8 , 291 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 19:30, 3.8 , 285 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 20:00, 3.7 , 253 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 20:30, 4.0 , 295 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 21:00, 4.3 , 285 , 24.5 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 21:30, 4.7 , 258 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 22:00, 4.1 , 267 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 22:30, 4.1 , 254 , 32.4 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 23:00, 4.7 , 239 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,11 พ.ย.2566 23:30, 4.1 , 286 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 00:00, 3.0 , 258 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 00:30, 4.3 , 242 , 31.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 01:00, 4.6 , 244 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 01:30, 3.2 , 187 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 02:00, 3.3 , 254 , 32.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 02:30, 4.2 , 266 , 34.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 03:00, 3.9 , 279 , 34.0 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 03:30, 3.7 , 233 , 26.2 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 04:00, 4.0 , 237 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 04:30, 4.4 , 260 , 26.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 05:00, 4.1 , 263 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 05:30, 4.6 , 249 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 06:00, 3.5 , 268 , 34.6 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 06:30, 3.3 , 246 , 33.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 07:00, 4.1 , 191 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 07:30, 3.6 , 281 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 08:00, 4.2 , 271 , 23.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 08:30, 4.4 , 226 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 09:00, 4.0 , 270 , 34.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 09:30, 3.6 , 259 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 10:00, 3.1 , 235 , 26.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 10:30, 3.9 , 280 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 11:00, 3.2 , 236 , 32.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 11:30, 4.4 , 229 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 12:00, 3.2 , 269 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 12:30, 3.9 , 263 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 13:00, 3.5 , 275 , 25.9 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 13:30, 3.9 , 249 , 24.6 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 14:00, 4.7 , 288 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 14:30, 3.1 , 233 , 26.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 15:00, 3.6 , 167 , 26.0 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 15:30, 4.0 , 226 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 16:00, 3.8 , 236 , 34.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 16:30, 4.2 , 222 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 17:00, 3.7 , 282 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 17:30, 3.6 , 249 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 18:00, 3.6 , 277 , 26.6 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 18:30, 4.1 , 275 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 19:00, 3.6 , 271 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 19:30, 3.7 , 270 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 20:00, 4.5 , 246 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 20:30, 3.7 , 250 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 21:00, 4.2 , 252 , 38.0 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 21:30, 4.6 , 275 , 26.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 22:00, 4.0 , 249 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 22:30, 4.3 , 271 , 27.1 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 23:00, 4.2 , 235 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,12 พ.ย.2566 23:30, 3.7 , 236 , 25.9 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 00:00, 3.6 , 240 , 32.8 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 00:30, 4.5 , 264 , 36.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 01:00, 4.3 , 265 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 01:30, 4.0 , 269 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 02:00, 3.9 , 233 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 02:30, 4.2 , 233 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 03:00, 4.0 , 286 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 03:30, 4.1 , 268 , 29.5 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 04:00, 3.8 , 274 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 04:30, 4.0 , 221 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 05:00, 4.0 , 263 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 05:30, 3.6 , 258 , 32.5 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 06:00, 4.2 , 231 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 06:30, 4.4 , 288 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 07:00, 3.6 , 209 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 07:30, 3.8 , 262 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 08:00, 4.0 , 236 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 08:30, 4.0 , 242 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 09:00, 4.1 , 269 , 36.6 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 09:30, 4.2 , 187 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 10:00, 4.0 , 259 , 29.3 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 10:30, 4.2 , 213 , 31.1 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 11:00, 4.7 , 209 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 11:30, 5.0 , 279 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 12:00, 4.2 , 262 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 12:30, 3.9 , 250 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 13:00, 4.3 , 228 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 13:30, 3.6 , 258 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 14:00, 3.7 , 245 , 34.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 14:30, 4.0 , 242 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 15:00, 4.0 , 261 , 24.3 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 15:30, 4.3 , 185 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 16:00, 3.6 , 294 , 25.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 16:30, 4.6 , 245 , 32.4 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 17:00, 4.4 , 270 , 23.3 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 17:30, 3.8 , 268 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 18:00, 4.1 , 225 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 18:30, 3.9 , 275 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 19:00, 4.3 , 211 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 19:30, 4.1 , 265 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 20:00, 4.0 , 210 , 26.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 20:30, 3.3 , 242 , 28.6 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 21:00, 3.7 , 246 , 32.5 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 21:30, 4.2 , 261 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 22:00, 4.1 , 190 , 27.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 22:30, 4.2 , 243 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 23:00, 4.1 , 273 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,13 พ.ย.2566 23:30, 4.3 , 222 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 00:00, 4.3 , 271 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 00:30, 3.7 , 244 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 01:00, 3.6 , 245 , 31.7 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 01:30, 3.8 , 244 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 02:00, 3.7 , 284 , 34.3 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 02:30, 4.7 , 251 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 03:00, 3.3 , 311 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 03:30, 4.9 , 197 , 26.3 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 04:00, 3.4 , 248 , 33.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 04:30, 4.3 , 272 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 05:00, 3.7 , 255 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 05:30, 3.7 , 248 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 06:00, 4.0 , 273 , 26.3 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 06:30, 3.8 , 265 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 07:00, 4.5 , 254 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 07:30, 3.8 , 264 , 28.6 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 08:00, 4.2 , 214 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 08:30, 3.9 , 290 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 09:00, 4.7 , 252 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 09:30, 4.6 , 213 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 10:00, 4.4 , 259 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 10:30, 3.4 , 262 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 11:00, 4.2 , 230 , 25.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 11:30, 3.8 , 238 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 12:00, 3.8 , 266 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 12:30, 3.3 , 267 , 21.3 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 13:00, 4.5 , 221 , 29.3 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 13:30, 4.1 , 242 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 14:00, 3.6 , 255 , 32.1 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 14:30, 4.2 , 231 , 28.8 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 15:00, 4.7 , 218 , 33.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 15:30, 4.0 , 259 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 16:00, 3.3 , 217 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 16:30, 3.8 , 282 , 26.0 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 17:00, 4.2 , 278 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 17:30, 4.2 , 267 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 18:00, 4.3 , 250 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 18:30, 4.0 , 265 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 19:00, 3.9 , 272 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 19:30, 3.9 , 246 , 30.3 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 20:00, 4.2 , 291 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 20:30, 3.7 , 222 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 21:00, 4.8 , 195 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 21:30, 4.6 , 208 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 22:00, 3.3 , 257 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 22:30, 4.3 , 317 , 34.1 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 23:00, 4.1 , 266 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,14 พ.ย.2566 23:30, 4.2 , 239 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 00:00, 4.9 , 265 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 00:30, 4.8 , 222 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 01:00, 3.6 , 291 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 01:30, 4.0 , 238 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 02:00, 4.5 , 259 , 27.0 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 02:30, 3.7 , 254 , 25.4 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 03:00, 3.7 , 222 , 32.1 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 03:30, 4.3 , 238 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 04:00, 4.1 , 309 , 31.9 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 04:30, 4.0 , 241 , 27.3 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 05:00, 4.0 , 249 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 05:30, 4.4 , 263 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 06:00, 3.8 , 266 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 06:30, 4.2 , 212 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 07:00, 4.6 , 237 , 33.3 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 07:30, 4.0 , 284 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 08:00, 2.9 , 219 , 24.7 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 08:30, 4.6 , 259 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 09:00, 4.2 , 271 , 32.5 
สถานีวัดแหลมใต้-บางปะกง,15 พ.ย.2566 09:30, 3.4 , 271 , 28.4 
