Station,Date and time, DO , EC , Temp 
สถานีวัดแหลมใต้-บางปะกง,19 เม.ย.2566 21:00, 7.6 , 427 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,19 เม.ย.2566 22:00, 7.7 , 447 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,19 เม.ย.2566 23:00, 7.8 , 479 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 00:00, 7.8 , 512 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 01:00, 7.8 , 538 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 02:00, 7.8 , 558 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 03:00, 7.8 , 569 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 04:00, 7.9 , 589 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 05:00, 7.9 , 599 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 06:00, 7.9 , 640 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 07:00, 7.9 , 672 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 08:00, 7.7 , 733 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 09:00, 7.3 , 715 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 10:00, 7.2 , 566 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 11:00, 7.1 , 454 , 35.8 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 12:00, 7.1 , 367 , 36.4 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 13:00, 7.1 , 233 , 36.8 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 14:00, 7.1 , 229 , 37.3 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 15:00, 7.0 , 197 , 37.5 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 16:00, 7.0 , 137 , 38.2 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 17:00, 7.0 , 112 , 38.3 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 18:00, 7.1 , 103 , 36.6 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 19:00, 7.4 , 108 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 20:00, 7.5 , 139 , 31.7 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 21:00, 7.6 , 160 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 22:00, 7.7 , 176 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,20 เม.ย.2566 23:00, 7.7 , 205 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 00:00, 7.8 , 231 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 01:00, 7.8 , 272 , 28.8 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 03:00, 7.8 , 367 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 04:00, 7.9 , 408 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 05:00, 7.9 , 440 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 06:00, 7.9 , 480 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 07:00, 7.8 , 530 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 08:00, 7.6 , 623 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 09:00, 7.4 , 616 , 33.0 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 10:00, 7.2 , 497 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 11:00, 7.2 , 419 , 35.2 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 12:00, 7.2 , 343 , 35.5 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 13:00, 7.1 , 266 , 36.9 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 14:00, 7.1 , 233 , 36.8 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 15:00, 7.0 , 189 , 37.5 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 16:00, 7.0 , 143 , 38.6 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 17:00, 7.0 , 104 , 38.2 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 18:00, 7.2 , 103 , 35.8 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 19:00, 7.4 , 106 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 20:00, 7.5 , 113 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 21:00, 7.5 , 136 , 31.6 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 22:00, 7.6 , 149 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,21 เม.ย.2566 23:00, 7.7 , 177 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 00:00, 7.8 , 211 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 01:00, 7.8 , 243 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 02:00, 7.9 , 274 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 03:00, 7.9 , 306 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 04:00, 7.9 , 342 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 05:00, 8.0 , 373 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 06:00, 8.0 , 405 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 07:00, 7.9 , 450 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 08:00, 7.7 , 494 , 30.3 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 09:00, 7.4 , 499 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 10:00, 7.2 , 449 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 11:00, 7.1 , 368 , 35.4 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 12:00, 7.1 , 322 , 36.2 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 13:00, 7.0 , 279 , 36.8 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 14:00, 7.0 , 213 , 37.0 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 15:00, 7.0 , 166 , 37.4 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 16:00, 7.0 , 129 , 37.3 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 17:00, 7.2 , 129 , 35.7 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 18:00, 7.3 , 134 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 19:00, 7.5 , 146 , 32.5 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 20:00, 7.5 , 151 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 21:00, 7.7 , 159 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 22:00, 7.7 , 175 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,22 เม.ย.2566 23:00, 7.7 , 198 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 00:00, 7.8 , 230 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 01:00, 7.8 , 248 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 02:00, 7.8 , 265 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 03:00, 7.9 , 299 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 04:00, 7.9 , 351 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 05:00, 8.0 , 386 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 06:00, 8.0 , 418 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 07:00, 7.9 , 466 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 08:00, 7.6 , 555 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 09:00, 7.5 , 558 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 10:00, 7.3 , 530 , 33.9 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 11:00, 7.2 , 486 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 12:00, 7.1 , 426 , 35.7 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 13:00, 7.0 , 363 , 36.9 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 14:00, 7.1 , 333 , 36.3 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 15:00, 7.5 , 304 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 16:00, 7.3 , 274 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 17:00, 7.1 , 249 , 36.0 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 18:00, 7.3 , 196 , 34.1 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 19:00, 7.5 , 252 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 20:00, 7.6 , 295 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 21:00, 7.7 , 316 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 22:00, 7.7 , 337 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,23 เม.ย.2566 23:00, 7.8 , 360 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 00:00, 7.8 , 380 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 01:00, 7.9 , 398 , 28.8 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 02:00, 7.9 , 419 , 28.6 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 03:00, 7.9 , 445 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 04:00, 7.9 , 469 , 27.9 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 05:00, 8.0 , 498 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 06:00, 8.0 , 514 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 07:00, 8.0 , 573 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 08:00, 7.7 , 642 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 09:00, 7.3 , 611 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 10:00, 7.2 , 551 , 35.3 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 11:00, 7.1 , 470 , 36.4 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 12:00, 7.0 , 374 , 37.3 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 13:00, 7.0 , 320 , 37.7 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 14:00, 6.9 , 248 , 38.8 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 15:00, 6.9 , 213 , 38.5 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 16:00, 6.9 , 188 , 38.4 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 17:00, 7.4 , 235 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 18:00, 7.6 , 234 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 19:00, 7.7 , 231 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 20:00, 7.7 , 245 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 21:00, 7.8 , 268 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 22:00, 7.9 , 292 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,24 เม.ย.2566 23:00, 7.9 , 316 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 00:00, 8.0 , 338 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 01:00, 8.0 , 358 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 02:00, 8.0 , 380 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 03:00, 8.0 , 403 , 27.3 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 04:00, 8.0 , 427 , 27.1 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 05:00, 8.1 , 454 , 27.0 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 06:00, 8.1 , 475 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 07:00, 8.0 , 497 , 27.3 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 08:00, 7.7 , 522 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 09:00, 7.3 , 491 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 10:00, 7.1 , 421 , 36.0 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 11:00, 7.0 , 343 , 37.4 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 12:00, 7.0 , 278 , 37.9 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 13:00, 6.9 , 229 , 38.8 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 14:00, 7.0 , 233 , 37.4 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 15:00, 7.1 , 227 , 35.8 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 16:00, 7.9 , 228 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 17:00, 8.1 , 229 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 18:00, 8.2 , 255 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 19:00, 8.2 , 251 , 26.2 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 20:00, 8.2 , 262 , 25.7 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 21:00, 8.3 , 304 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 22:00, 8.2 , 348 , 25.8 
สถานีวัดแหลมใต้-บางปะกง,25 เม.ย.2566 23:00, 8.2 , 390 , 25.7 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 00:00, 8.2 , 428 , 25.8 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 01:00, 8.2 , 448 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 02:00, 8.3 , 470 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 03:00, 8.3 , 482 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 04:00, 8.2 , 514 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 05:00, 8.3 , 533 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 06:00, 8.3 , 543 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 07:00, 8.2 , 578 , 25.9 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 08:00, 8.1 , 650 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 09:00, 8.1 , 673 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 10:00, 8.3 , 649 , 25.4 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 11:00, 8.3 , 680 , 25.3 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 12:00, 8.3 , 705 , 25.3 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 13:00, 8.3 , 723 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 14:00, 8.2 , 749 , 25.7 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 15:00, 8.2 , 780 , 26.3 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 16:00, 8.1 , 832 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 17:00, 8.0 , 860 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 18:00, 8.1 , 857 , 27.0 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 19:00, 8.2 , 849 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 20:00, 8.2 , 847 , 26.2 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 21:00, 8.2 , 850 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 22:00, 8.2 , 863 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,26 เม.ย.2566 23:00, 8.2 , 880 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 00:00, 8.2 , 894 , 25.9 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 01:00, 8.2 , 920 , 26.0 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 02:00, 8.2 , 943 , 25.8 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 03:00, 8.3 , 949 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 04:00, 8.3 , 960 , 25.4 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 05:00, 8.3 , 978 , 25.4 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 06:00, 8.3 , 984 , 25.3 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 07:00, 8.2 ," 1,088 ", 26.0 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 08:00, 7.9 ," 1,359 ", 28.9 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 09:00, 7.6 ," 1,342 ", 31.8 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 10:00, 7.2 ," 1,108 ", 34.3 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 11:00, 7.3 , 867 , 34.2 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 12:00, 7.2 , 785 , 34.7 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 13:00, 7.2 , 753 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 14:00, 7.1 , 787 , 35.6 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 15:00, 7.2 , 762 , 35.4 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 16:00, 7.1 , 742 , 36.2 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 17:00, 7.2 , 737 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 18:00, 7.5 , 732 , 32.3 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 19:00, 7.6 , 710 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 20:00, 7.8 , 687 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 21:00, 8.0 , 687 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 22:00, 8.1 , 675 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,27 เม.ย.2566 23:00, 8.1 , 669 , 27.1 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 00:00, 8.1 , 665 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 01:00, 8.2 , 640 , 26.7 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 02:00, 8.1 , 627 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 03:00, 8.2 , 607 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 04:00, 8.2 , 652 , 26.2 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 05:00, 8.2 , 671 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 06:00, 8.2 , 695 , 26.1 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 07:00, 8.2 , 728 , 26.5 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 08:00, 8.0 , 826 , 27.9 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 09:00, 7.8 , 922 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 10:00, 7.3 , 929 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 11:00, 7.1 , 805 , 35.5 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 12:00, 7.2 , 699 , 35.4 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 13:00, 7.1 , 623 , 35.8 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 14:00, 7.3 , 620 , 33.1 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 15:00, 7.5 , 631 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 16:00, 7.5 , 631 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 17:00, 7.6 , 576 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 18:00, 7.6 , 570 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 19:00, 7.8 , 538 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 20:00, 7.8 , 532 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 21:00, 7.9 , 532 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 22:00, 7.9 , 534 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,28 เม.ย.2566 23:00, 7.9 , 588 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 00:00, 7.9 , 607 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 01:00, 7.9 , 611 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 02:00, 8.0 , 602 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 03:00, 8.0 , 668 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 04:00, 8.0 , 692 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 05:00, 8.1 , 708 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 06:00, 8.1 , 718 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 07:00, 8.0 , 793 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 08:00, 7.7 , 995 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 09:00, 7.6 , 993 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 10:00, 7.3 , 893 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 11:00, 7.3 , 795 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 12:00, 7.2 , 715 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 13:00, 7.2 , 654 , 35.3 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 14:00, 7.2 , 620 , 35.6 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 15:00, 7.2 , 596 , 35.6 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 16:00, 7.3 , 562 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 17:00, 7.3 , 531 , 34.3 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 18:00, 7.4 , 527 , 33.2 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 19:00, 7.6 , 517 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 20:00, 7.8 , 481 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 21:00, 7.9 , 458 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 22:00, 7.9 , 452 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,29 เม.ย.2566 23:00, 8.0 , 423 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 00:00, 8.0 , 444 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 01:00, 8.0 , 476 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 02:00, 8.0 , 501 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 03:00, 8.0 , 512 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 04:00, 8.0 , 529 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 05:00, 8.0 , 535 , 27.3 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 06:00, 8.1 , 547 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 07:00, 8.0 , 589 , 27.4 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 08:00, 7.9 , 683 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,30 เม.ย.2566 09:00, 7.6 , 756 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 14:30, 4.3 , 235 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 15:00, 4.6 , 261 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 15:30, 4.3 , 239 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 16:00, 3.6 , 251 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 16:30, 3.5 , 272 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 17:00, 3.9 , 257 , 26.6 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 17:30, 3.6 , 225 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 18:00, 4.4 , 203 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 18:30, 3.6 , 259 , 35.3 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 19:00, 3.5 , 234 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,1 พ.ค.2566 19:30, 4.3 , 280 , 26.9 
